timestamp,location_id,total_slots,available_slots,traffic_level,day_of_week,weather
2025-01-02 11:00:00,4,89,20,Low,Thursday,Cloudy
2025-01-02 12:00:00,4,121,56,Low,Thursday,Cloudy
2025-01-02 13:00:00,8,96,56,Low,Thursday,Clear
2025-01-02 14:00:00,1,115,57,Low,Thursday,Rainy
2025-01-02 15:00:00,2,149,146,Medium,Thursday,Clear
2025-01-02 16:00:00,10,181,146,Low,Thursday,Clear
2025-01-02 17:00:00,10,113,28,High,Thursday,Clear
2025-01-02 18:00:00,1,115,2,High,Thursday,Cloudy
2025-01-02 19:00:00,5,149,49,Medium,Thursday,Clear
2025-01-02 20:00:00,8,170,47,High,Thursday,Clear
2025-01-02 21:00:00,4,173,113,Medium,Thursday,Clear
2025-01-02 22:00:00,3,129,8,Low,Thursday,Clear
2025-01-02 23:00:00,8,112,62,Medium,Thursday,Clear
2025-01-03 00:00:00,3,126,5,Low,Friday,Clear
2025-01-03 01:00:00,1,156,68,Medium,Friday,Rainy
2025-01-03 02:00:00,1,115,43,Low,Friday,Clear
2025-01-03 03:00:00,5,187,165,Low,Friday,Clear
2025-01-03 04:00:00,6,125,69,Medium,Friday,Clear
2025-01-03 05:00:00,6,84,46,Medium,Friday,Cloudy
2025-01-03 06:00:00,7,186,41,Low,Friday,Rainy
2025-01-03 07:00:00,9,85,14,High,Friday,Cloudy
2025-01-03 08:00:00,5,121,16,High,Friday,Rainy
2025-01-03 09:00:00,2,169,26,High,Friday,Clear
2025-01-03 10:00:00,5,169,57,High,Friday,Clear
2025-01-03 11:00:00,10,134,9,Medium,Friday,Clear
2025-01-03 12:00:00,9,133,48,Low,Friday,Clear
2025-01-03 13:00:00,2,83,0,Low,Friday,Clear
2025-01-03 14:00:00,2,124,77,Low,Friday,Cloudy
2025-01-03 15:00:00,8,107,3,Low,Friday,Cloudy
2025-01-03 16:00:00,10,169,66,Low,Friday,Clear
2025-01-03 17:00:00,10,124,10,High,Friday,Clear
2025-01-03 18:00:00,4,129,2,High,Friday,Clear
2025-01-03 19:00:00,7,121,70,High,Friday,Clear
2025-01-03 20:00:00,8,162,60,High,Friday,Rainy
2025-01-03 21:00:00,3,154,95,Medium,Friday,Clear
2025-01-03 22:00:00,1,139,84,Low,Friday,Clear
2025-01-03 23:00:00,4,170,6,Medium,Friday,Clear
2025-01-04 00:00:00,6,164,17,Low,Saturday,Clear
2025-01-04 01:00:00,10,176,20,Medium,Saturday,Rainy
2025-01-04 02:00:00,5,92,91,Low,Saturday,Clear
2025-01-04 03:00:00,5,161,146,Medium,Saturday,Clear
2025-01-04 04:00:00,7,173,49,Medium,Saturday,Clear
2025-01-04 05:00:00,5,153,1,Low,Saturday,Rainy
2025-01-04 06:00:00,5,149,143,Low,Saturday,Clear
2025-01-04 07:00:00,4,146,80,High,Saturday,Clear
2025-01-04 08:00:00,5,145,141,High,Saturday,Rainy
2025-01-04 09:00:00,5,136,72,High,Saturday,Clear
2025-01-04 10:00:00,9,179,42,Medium,Saturday,Clear
2025-01-04 11:00:00,5,99,4,Low,Saturday,Clear
2025-01-04 12:00:00,4,183,30,Medium,Saturday,Clear
2025-01-04 13:00:00,8,100,38,Medium,Saturday,Clear
2025-01-04 14:00:00,6,117,70,Medium,Saturday,Clear
2025-01-04 15:00:00,6,198,115,Low,Saturday,Clear
2025-01-04 16:00:00,1,91,49,Low,Saturday,Clear
2025-01-04 17:00:00,2,98,43,High,Saturday,Clear
2025-01-04 18:00:00,6,199,89,High,Saturday,Clear
2025-01-04 19:00:00,10,114,32,High,Saturday,Clear
2025-01-04 20:00:00,4,134,42,High,Saturday,Cloudy
2025-01-04 21:00:00,1,105,61,Medium,Saturday,Clear
2025-01-04 22:00:00,6,162,117,Low,Saturday,Clear
2025-01-04 23:00:00,1,186,65,Medium,Saturday,Clear
2025-01-05 00:00:00,2,123,91,Low,Sunday,Cloudy
2025-01-05 01:00:00,3,125,64,Low,Sunday,Rainy
2025-01-05 02:00:00,5,128,0,Low,Sunday,Cloudy
2025-01-05 03:00:00,3,89,15,Low,Sunday,Clear
2025-01-05 04:00:00,1,196,128,Medium,Sunday,Cloudy
2025-01-05 05:00:00,4,107,98,Medium,Sunday,Cloudy
2025-01-05 06:00:00,3,103,103,Low,Sunday,Rainy
2025-01-05 07:00:00,1,81,26,Medium,Sunday,Clear
2025-01-05 08:00:00,8,134,129,High,Sunday,Rainy
2025-01-05 09:00:00,6,99,60,High,Sunday,Clear
2025-01-05 10:00:00,10,86,26,High,Sunday,Cloudy
2025-01-05 11:00:00,1,108,35,Low,Sunday,Clear
2025-01-05 12:00:00,3,172,170,Medium,Sunday,Rainy
2025-01-05 13:00:00,8,173,91,Low,Sunday,Clear
2025-01-05 14:00:00,3,175,19,Low,Sunday,Cloudy
2025-01-05 15:00:00,10,160,137,Medium,Sunday,Cloudy
2025-01-05 16:00:00,3,129,124,Medium,Sunday,Clear
2025-01-05 17:00:00,4,181,47,High,Sunday,Clear
2025-01-05 18:00:00,4,191,190,High,Sunday,Clear
2025-01-05 19:00:00,3,183,130,High,Sunday,Cloudy
2025-01-05 20:00:00,4,180,139,High,Sunday,Clear
2025-01-05 21:00:00,5,123,113,Low,Sunday,Cloudy
2025-01-05 22:00:00,2,111,17,Low,Sunday,Clear
2025-01-05 23:00:00,3,145,129,Low,Sunday,Cloudy
2025-01-06 00:00:00,10,104,0,Medium,Monday,Clear
2025-01-06 01:00:00,2,114,3,Medium,Monday,Cloudy
2025-01-06 02:00:00,5,180,56,Low,Monday,Clear
2025-01-06 03:00:00,7,122,66,Low,Monday,Cloudy
2025-01-06 04:00:00,9,155,66,Low,Monday,Clear
2025-01-06 05:00:00,3,171,118,Medium,Monday,Clear
2025-01-06 06:00:00,4,193,34,Low,Monday,Cloudy
2025-01-06 07:00:00,1,175,95,High,Monday,Clear
2025-01-06 08:00:00,1,120,120,High,Monday,Clear
2025-01-06 09:00:00,7,80,60,Medium,Monday,Clear
2025-01-06 10:00:00,1,147,127,Medium,Monday,Clear
2025-01-06 11:00:00,7,146,30,Low,Monday,Cloudy
2025-01-06 12:00:00,4,146,126,Low,Monday,Cloudy
2025-01-06 13:00:00,4,125,17,Medium,Monday,Clear
2025-01-06 14:00:00,9,161,68,Low,Monday,Clear
2025-01-06 15:00:00,9,92,64,Low,Monday,Clear
2025-01-06 16:00:00,9,196,195,Medium,Monday,Clear
2025-01-06 17:00:00,3,183,183,High,Monday,Clear
2025-01-06 18:00:00,4,185,101,High,Monday,Cloudy
2025-01-06 19:00:00,3,167,3,Medium,Monday,Rainy
2025-01-06 20:00:00,1,86,6,High,Monday,Cloudy
2025-01-06 21:00:00,9,166,16,Low,Monday,Clear
2025-01-06 22:00:00,9,140,120,Low,Monday,Cloudy
2025-01-06 23:00:00,4,131,19,Low,Monday,Cloudy
2025-01-07 00:00:00,9,136,83,Medium,Tuesday,Clear
2025-01-07 01:00:00,3,158,20,Medium,Tuesday,Clear
2025-01-07 02:00:00,9,125,105,Low,Tuesday,Cloudy
2025-01-07 03:00:00,5,144,65,Low,Tuesday,Rainy
2025-01-07 04:00:00,4,100,30,Low,Tuesday,Cloudy
2025-01-07 05:00:00,1,116,52,Low,Tuesday,Clear
2025-01-07 06:00:00,5,176,95,Medium,Tuesday,Clear
2025-01-07 07:00:00,4,180,167,High,Tuesday,Clear
2025-01-07 08:00:00,7,98,27,High,Tuesday,Clear
2025-01-07 09:00:00,10,130,85,High,Tuesday,Clear
2025-01-07 10:00:00,9,115,109,High,Tuesday,Clear
2025-01-07 11:00:00,1,105,36,Low,Tuesday,Clear
2025-01-07 12:00:00,9,174,129,Medium,Tuesday,Rainy
2025-01-07 13:00:00,6,175,3,Low,Tuesday,Cloudy
2025-01-07 14:00:00,10,139,20,Medium,Tuesday,Clear
2025-01-07 15:00:00,1,95,85,Low,Tuesday,Cloudy
2025-01-07 16:00:00,10,168,138,Low,Tuesday,Clear
2025-01-07 17:00:00,7,102,64,Medium,Tuesday,Rainy
2025-01-07 18:00:00,6,146,136,Medium,Tuesday,Rainy
2025-01-07 19:00:00,4,103,77,High,Tuesday,Clear
2025-01-07 20:00:00,2,113,52,Medium,Tuesday,Clear
2025-01-07 21:00:00,9,197,4,Medium,Tuesday,Clear
2025-01-07 22:00:00,1,186,3,Medium,Tuesday,Clear
2025-01-07 23:00:00,5,196,66,Medium,Tuesday,Clear
2025-01-08 00:00:00,10,152,2,Medium,Wednesday,Clear
2025-01-08 01:00:00,7,185,5,Low,Wednesday,Clear
2025-01-08 02:00:00,6,127,50,Medium,Wednesday,Cloudy
2025-01-08 03:00:00,8,139,41,Low,Wednesday,Rainy
2025-01-08 04:00:00,9,189,137,Low,Wednesday,Cloudy
2025-01-08 05:00:00,9,136,112,Low,Wednesday,Cloudy
2025-01-08 06:00:00,10,159,10,Medium,Wednesday,Cloudy
2025-01-08 07:00:00,3,99,67,High,Wednesday,Clear
2025-01-08 08:00:00,9,158,27,High,Wednesday,Clear
2025-01-08 09:00:00,7,118,103,Medium,Wednesday,Clear
2025-01-08 10:00:00,7,117,91,High,Wednesday,Cloudy
2025-01-08 11:00:00,10,115,23,Low,Wednesday,Cloudy
2025-01-08 12:00:00,2,91,33,Medium,Wednesday,Clear
2025-01-08 13:00:00,7,182,84,Low,Wednesday,Clear
2025-01-08 14:00:00,9,108,7,Low,Wednesday,Clear
2025-01-08 15:00:00,9,179,122,Low,Wednesday,Clear
2025-01-08 16:00:00,4,122,86,Medium,Wednesday,Clear
2025-01-08 17:00:00,3,175,7,Medium,Wednesday,Rainy
2025-01-08 18:00:00,4,125,111,High,Wednesday,Clear
2025-01-08 19:00:00,7,161,46,Medium,Wednesday,Rainy
2025-01-08 20:00:00,4,121,111,Medium,Wednesday,Clear
2025-01-08 21:00:00,7,158,110,Low,Wednesday,Cloudy
2025-01-08 22:00:00,6,120,12,Low,Wednesday,Clear
2025-01-08 23:00:00,8,194,19,Low,Wednesday,Clear
2025-01-09 00:00:00,1,115,83,Medium,Thursday,Clear
2025-01-09 01:00:00,9,142,108,Low,Thursday,Cloudy
2025-01-09 02:00:00,5,117,22,Low,Thursday,Clear
2025-01-09 03:00:00,7,175,78,Low,Thursday,Cloudy
2025-01-09 04:00:00,6,135,68,Low,Thursday,Cloudy
2025-01-09 05:00:00,9,114,78,Medium,Thursday,Clear
2025-01-09 06:00:00,3,190,21,Low,Thursday,Cloudy
2025-01-09 07:00:00,4,111,80,Medium,Thursday,Rainy
2025-01-09 08:00:00,10,163,146,High,Thursday,Clear
2025-01-09 09:00:00,8,99,96,High,Thursday,Clear
2025-01-09 10:00:00,6,137,113,High,Thursday,Rainy
2025-01-09 11:00:00,4,181,81,Medium,Thursday,Cloudy
2025-01-09 12:00:00,5,103,74,Low,Thursday,Clear
2025-01-09 13:00:00,6,156,9,Low,Thursday,Clear
2025-01-09 14:00:00,4,190,186,Low,Thursday,Clear
2025-01-09 15:00:00,4,160,94,Low,Thursday,Clear
2025-01-09 16:00:00,8,177,4,Medium,Thursday,Clear
2025-01-09 17:00:00,10,135,77,Medium,Thursday,Rainy
2025-01-09 18:00:00,10,110,21,High,Thursday,Clear
2025-01-09 19:00:00,10,171,125,High,Thursday,Clear
2025-01-09 20:00:00,8,200,75,High,Thursday,Clear
2025-01-09 21:00:00,4,182,81,Low,Thursday,Clear
2025-01-09 22:00:00,3,83,57,Medium,Thursday,Cloudy
2025-01-09 23:00:00,4,166,37,Low,Thursday,Clear
2025-01-10 00:00:00,10,81,74,Medium,Friday,Clear
2025-01-10 01:00:00,8,94,2,Medium,Friday,Cloudy
2025-01-10 02:00:00,8,107,87,Medium,Friday,Clear
2025-01-10 03:00:00,6,80,70,Medium,Friday,Cloudy
2025-01-10 04:00:00,2,187,20,Low,Friday,Clear
2025-01-10 05:00:00,3,89,20,Low,Friday,Clear
2025-01-10 06:00:00,3,115,61,Medium,Friday,Clear
2025-01-10 07:00:00,9,158,102,High,Friday,Clear
2025-01-10 08:00:00,2,112,5,High,Friday,Cloudy
2025-01-10 09:00:00,6,138,49,High,Friday,Clear
2025-01-10 10:00:00,9,106,69,High,Friday,Cloudy
2025-01-10 11:00:00,5,92,80,Low,Friday,Clear
2025-01-10 12:00:00,1,132,39,Low,Friday,Clear
2025-01-10 13:00:00,3,137,17,Low,Friday,Clear
2025-01-10 14:00:00,6,125,48,Medium,Friday,Clear
2025-01-10 15:00:00,6,158,95,Medium,Friday,Rainy
2025-01-10 16:00:00,1,99,26,Medium,Friday,Cloudy
2025-01-10 17:00:00,9,173,29,Medium,Friday,Clear
2025-01-10 18:00:00,2,195,139,High,Friday,Cloudy
2025-01-10 19:00:00,2,198,127,High,Friday,Clear
2025-01-10 20:00:00,1,161,65,Medium,Friday,Clear
2025-01-10 21:00:00,4,150,122,Low,Friday,Cloudy
2025-01-10 22:00:00,9,191,157,Low,Friday,Rainy
2025-01-10 23:00:00,9,113,46,Medium,Friday,Rainy
2025-01-11 00:00:00,5,157,48,Low,Saturday,Clear
2025-01-11 01:00:00,5,166,119,Low,Saturday,Clear
2025-01-11 02:00:00,1,123,102,Low,Saturday,Cloudy
2025-01-11 03:00:00,10,80,51,Medium,Saturday,Clear
2025-01-11 04:00:00,4,137,127,Low,Saturday,Rainy
2025-01-11 05:00:00,8,102,3,Medium,Saturday,Clear
2025-01-11 06:00:00,4,190,81,Medium,Saturday,Clear
2025-01-11 07:00:00,3,94,62,High,Saturday,Cloudy
2025-01-11 08:00:00,2,180,4,High,Saturday,Clear
2025-01-11 09:00:00,2,200,81,Medium,Saturday,Cloudy
2025-01-11 10:00:00,3,149,49,Medium,Saturday,Clear
2025-01-11 11:00:00,2,90,19,Medium,Saturday,Rainy
2025-01-11 12:00:00,5,147,46,Low,Saturday,Clear
2025-01-11 13:00:00,3,84,82,Medium,Saturday,Clear
2025-01-11 14:00:00,6,132,39,Low,Saturday,Cloudy
2025-01-11 15:00:00,6,140,74,Low,Saturday,Clear
2025-01-11 16:00:00,6,132,125,Medium,Saturday,Cloudy
2025-01-11 17:00:00,3,143,126,High,Saturday,Clear
2025-01-11 18:00:00,6,174,168,High,Saturday,Clear
2025-01-11 19:00:00,8,85,59,Medium,Saturday,Clear
2025-01-11 20:00:00,8,91,85,High,Saturday,Clear
2025-01-11 21:00:00,7,140,5,Medium,Saturday,Clear
2025-01-11 22:00:00,2,93,68,Low,Saturday,Cloudy
2025-01-11 23:00:00,7,92,36,Low,Saturday,Clear
2025-01-12 00:00:00,8,87,39,Low,Sunday,Clear
2025-01-12 01:00:00,3,136,118,Low,Sunday,Clear
2025-01-12 02:00:00,4,85,85,Low,Sunday,Cloudy
2025-01-12 03:00:00,2,137,40,Low,Sunday,Clear
2025-01-12 04:00:00,10,90,35,Medium,Sunday,Cloudy
2025-01-12 05:00:00,6,110,105,Medium,Sunday,Clear
2025-01-12 06:00:00,10,83,56,Medium,Sunday,Clear
2025-01-12 07:00:00,10,178,30,Medium,Sunday,Clear
2025-01-12 08:00:00,3,141,81,High,Sunday,Clear
2025-01-12 09:00:00,1,81,67,Medium,Sunday,Rainy
2025-01-12 10:00:00,10,123,26,Medium,Sunday,Rainy
2025-01-12 11:00:00,2,96,11,Medium,Sunday,Clear
2025-01-12 12:00:00,10,119,42,Medium,Sunday,Rainy
2025-01-12 13:00:00,1,97,75,Low,Sunday,Cloudy
2025-01-12 14:00:00,7,132,121,Medium,Sunday,Clear
2025-01-12 15:00:00,1,190,147,Low,Sunday,Cloudy
2025-01-12 16:00:00,5,132,115,Low,Sunday,Clear
2025-01-12 17:00:00,9,192,85,Medium,Sunday,Cloudy
2025-01-12 18:00:00,5,87,3,Medium,Sunday,Cloudy
2025-01-12 19:00:00,4,98,52,High,Sunday,Clear
2025-01-12 20:00:00,4,101,21,High,Sunday,Clear
2025-01-12 21:00:00,9,102,90,Low,Sunday,Rainy
2025-01-12 22:00:00,9,110,109,Medium,Sunday,Rainy
2025-01-12 23:00:00,8,148,81,Low,Sunday,Clear
2025-01-13 00:00:00,1,175,13,Medium,Monday,Clear
2025-01-13 01:00:00,4,83,62,Low,Monday,Clear
2025-01-13 02:00:00,9,129,65,Medium,Monday,Cloudy
2025-01-13 03:00:00,8,192,118,Medium,Monday,Cloudy
2025-01-13 04:00:00,8,89,21,Medium,Monday,Clear
2025-01-13 05:00:00,2,89,75,Medium,Monday,Cloudy
2025-01-13 06:00:00,9,114,84,Medium,Monday,Clear
2025-01-13 07:00:00,5,182,124,High,Monday,Rainy
2025-01-13 08:00:00,8,199,11,Medium,Monday,Cloudy
2025-01-13 09:00:00,1,174,135,Medium,Monday,Clear
2025-01-13 10:00:00,5,156,156,Medium,Monday,Clear
2025-01-13 11:00:00,10,128,101,Low,Monday,Clear
2025-01-13 12:00:00,1,129,91,Medium,Monday,Rainy
2025-01-13 13:00:00,7,88,21,Low,Monday,Cloudy
2025-01-13 14:00:00,5,199,25,Medium,Monday,Rainy
2025-01-13 15:00:00,3,190,73,Low,Monday,Clear
2025-01-13 16:00:00,5,104,33,Medium,Monday,Cloudy
2025-01-13 17:00:00,7,116,76,High,Monday,Clear
2025-01-13 18:00:00,4,199,129,Medium,Monday,Clear
2025-01-13 19:00:00,4,89,36,Medium,Monday,Rainy
2025-01-13 20:00:00,8,86,35,Medium,Monday,Clear
2025-01-13 21:00:00,9,88,43,Low,Monday,Clear
2025-01-13 22:00:00,6,200,195,Low,Monday,Clear
2025-01-13 23:00:00,1,161,156,Low,Monday,Clear
2025-01-14 00:00:00,9,153,9,Medium,Tuesday,Cloudy
2025-01-14 01:00:00,6,137,6,Low,Tuesday,Clear
2025-01-14 02:00:00,5,81,15,Low,Tuesday,Cloudy
2025-01-14 03:00:00,8,116,87,Low,Tuesday,Clear
2025-01-14 04:00:00,5,80,6,Medium,Tuesday,Clear
2025-01-14 05:00:00,2,138,81,Medium,Tuesday,Rainy
2025-01-14 06:00:00,4,121,103,Medium,Tuesday,Clear
2025-01-14 07:00:00,4,158,85,High,Tuesday,Cloudy
2025-01-14 08:00:00,10,134,125,High,Tuesday,Cloudy
2025-01-14 09:00:00,3,171,153,High,Tuesday,Cloudy
2025-01-14 10:00:00,6,106,40,Medium,Tuesday,Rainy
2025-01-14 11:00:00,3,114,7,Low,Tuesday,Cloudy
2025-01-14 12:00:00,4,149,27,Medium,Tuesday,Cloudy
2025-01-14 13:00:00,6,87,10,Low,Tuesday,Clear
2025-01-14 14:00:00,8,194,41,Low,Tuesday,Cloudy
2025-01-14 15:00:00,3,162,63,Low,Tuesday,Cloudy
2025-01-14 16:00:00,8,200,90,Low,Tuesday,Clear
2025-01-14 17:00:00,2,95,74,Medium,Tuesday,Rainy
2025-01-14 18:00:00,7,109,100,High,Tuesday,Clear
2025-01-14 19:00:00,6,182,37,High,Tuesday,Clear
2025-01-14 20:00:00,1,160,96,Medium,Tuesday,Clear
2025-01-14 21:00:00,1,141,5,Low,Tuesday,Clear
2025-01-14 22:00:00,4,130,57,Low,Tuesday,Clear
2025-01-14 23:00:00,2,83,73,Low,Tuesday,Cloudy
2025-01-15 00:00:00,10,129,90,Low,Wednesday,Cloudy
2025-01-15 01:00:00,10,149,43,Low,Wednesday,Rainy
2025-01-15 02:00:00,7,181,38,Low,Wednesday,Clear
2025-01-15 03:00:00,7,170,88,Low,Wednesday,Clear
2025-01-15 04:00:00,8,114,4,Low,Wednesday,Rainy
2025-01-15 05:00:00,9,177,74,Medium,Wednesday,Cloudy
2025-01-15 06:00:00,9,168,124,Medium,Wednesday,Rainy
2025-01-15 07:00:00,8,133,53,High,Wednesday,Rainy
2025-01-15 08:00:00,1,122,47,High,Wednesday,Clear
2025-01-15 09:00:00,9,114,32,High,Wednesday,Rainy
2025-01-15 10:00:00,7,154,27,High,Wednesday,Cloudy
2025-01-15 11:00:00,9,146,89,Low,Wednesday,Rainy
2025-01-15 12:00:00,10,145,27,Low,Wednesday,Clear
2025-01-15 13:00:00,9,144,130,Medium,Wednesday,Cloudy
2025-01-15 14:00:00,4,123,62,Medium,Wednesday,Rainy
2025-01-15 15:00:00,7,91,61,Low,Wednesday,Clear
2025-01-15 16:00:00,2,198,142,Medium,Wednesday,Clear
2025-01-15 17:00:00,8,151,107,High,Wednesday,Cloudy
2025-01-15 18:00:00,5,115,65,Medium,Wednesday,Clear
2025-01-15 19:00:00,10,97,1,High,Wednesday,Clear
2025-01-15 20:00:00,3,184,8,High,Wednesday,Rainy
2025-01-15 21:00:00,1,152,122,Low,Wednesday,Clear
2025-01-15 22:00:00,9,117,103,Low,Wednesday,Rainy
2025-01-15 23:00:00,3,112,56,Medium,Wednesday,Rainy
2025-01-16 00:00:00,8,145,54,Medium,Thursday,Clear
2025-01-16 01:00:00,9,185,155,Low,Thursday,Clear
2025-01-16 02:00:00,5,84,60,Low,Thursday,Clear
2025-01-16 03:00:00,5,190,57,Medium,Thursday,Clear
2025-01-16 04:00:00,2,161,136,Medium,Thursday,Clear
2025-01-16 05:00:00,8,172,21,Low,Thursday,Rainy
2025-01-16 06:00:00,7,139,129,Low,Thursday,Clear
2025-01-16 07:00:00,10,175,61,High,Thursday,Cloudy
2025-01-16 08:00:00,5,161,4,Medium,Thursday,Clear
2025-01-16 09:00:00,2,116,17,High,Thursday,Clear
2025-01-16 10:00:00,6,144,131,Medium,Thursday,Clear
2025-01-16 11:00:00,10,189,30,Low,Thursday,Rainy
2025-01-16 12:00:00,8,163,50,Medium,Thursday,Clear
2025-01-16 13:00:00,2,105,87,Low,Thursday,Clear
2025-01-16 14:00:00,4,109,80,Medium,Thursday,Clear
2025-01-16 15:00:00,6,87,15,Low,Thursday,Cloudy
2025-01-16 16:00:00,8,170,24,Low,Thursday,Clear
2025-01-16 17:00:00,4,86,1,High,Thursday,Clear
2025-01-16 18:00:00,7,111,52,High,Thursday,Clear
2025-01-16 19:00:00,7,139,10,High,Thursday,Cloudy
2025-01-16 20:00:00,8,189,73,High,Thursday,Clear
2025-01-16 21:00:00,10,147,73,Low,Thursday,Rainy
2025-01-16 22:00:00,2,84,1,Medium,Thursday,Rainy
2025-01-16 23:00:00,10,81,74,Low,Thursday,Cloudy
2025-01-17 00:00:00,7,156,41,Medium,Friday,Cloudy
2025-01-17 01:00:00,1,195,106,Low,Friday,Clear
2025-01-17 02:00:00,4,88,29,Medium,Friday,Clear
2025-01-17 03:00:00,9,143,76,Low,Friday,Clear
2025-01-17 04:00:00,5,113,64,Medium,Friday,Clear
2025-01-17 05:00:00,2,113,59,Low,Friday,Rainy
2025-01-17 06:00:00,5,199,93,Low,Friday,Cloudy
2025-01-17 07:00:00,6,109,66,Medium,Friday,Cloudy
2025-01-17 08:00:00,1,109,69,High,Friday,Clear
2025-01-17 09:00:00,4,166,16,High,Friday,Clear
2025-01-17 10:00:00,2,143,14,High,Friday,Rainy
2025-01-17 11:00:00,5,105,10,Low,Friday,Rainy
2025-01-17 12:00:00,5,173,132,Low,Friday,Clear
2025-01-17 13:00:00,5,136,6,Low,Friday,Clear
2025-01-17 14:00:00,1,147,108,Medium,Friday,Cloudy
2025-01-17 15:00:00,1,186,151,Low,Friday,Cloudy
2025-01-17 16:00:00,9,171,85,Low,Friday,Clear
2025-01-17 17:00:00,5,120,4,High,Friday,Clear
2025-01-17 18:00:00,7,196,55,Medium,Friday,Cloudy
2025-01-17 19:00:00,10,188,104,High,Friday,Clear
2025-01-17 20:00:00,4,93,1,High,Friday,Cloudy
2025-01-17 21:00:00,4,170,41,Low,Friday,Cloudy
2025-01-17 22:00:00,3,124,48,Low,Friday,Clear
2025-01-17 23:00:00,2,104,94,Medium,Friday,Clear
2025-01-18 00:00:00,3,178,104,Low,Saturday,Clear
2025-01-18 01:00:00,2,128,77,Low,Saturday,Clear
2025-01-18 02:00:00,4,105,91,Medium,Saturday,Clear
2025-01-18 03:00:00,5,140,39,Low,Saturday,Clear
2025-01-18 04:00:00,2,117,76,Low,Saturday,Rainy
2025-01-18 05:00:00,2,199,169,Low,Saturday,Clear
2025-01-18 06:00:00,1,111,6,Low,Saturday,Clear
2025-01-18 07:00:00,8,95,40,High,Saturday,Cloudy
2025-01-18 08:00:00,9,166,17,High,Saturday,Clear
2025-01-18 09:00:00,5,177,165,High,Saturday,Clear
2025-01-18 10:00:00,4,91,2,Medium,Saturday,Clear
2025-01-18 11:00:00,6,182,121,Low,Saturday,Clear
2025-01-18 12:00:00,7,182,106,Low,Saturday,Clear
2025-01-18 13:00:00,4,97,67,Low,Saturday,Rainy
2025-01-18 14:00:00,3,108,44,Medium,Saturday,Clear
2025-01-18 15:00:00,10,123,42,Low,Saturday,Cloudy
2025-01-18 16:00:00,9,100,76,Low,Saturday,Cloudy
2025-01-18 17:00:00,2,188,124,Medium,Saturday,Rainy
2025-01-18 18:00:00,5,116,110,Medium,Saturday,Cloudy
2025-01-18 19:00:00,1,88,77,High,Saturday,Clear
2025-01-18 20:00:00,9,127,3,High,Saturday,Clear
2025-01-18 21:00:00,4,85,41,Medium,Saturday,Clear
2025-01-18 22:00:00,10,110,82,Low,Saturday,Rainy
2025-01-18 23:00:00,6,140,85,Low,Saturday,Cloudy
2025-01-19 00:00:00,6,131,101,Medium,Sunday,Clear
2025-01-19 01:00:00,2,127,59,Low,Sunday,Clear
2025-01-19 02:00:00,8,131,23,Low,Sunday,Clear
2025-01-19 03:00:00,9,82,78,Medium,Sunday,Cloudy
2025-01-19 04:00:00,7,164,81,Medium,Sunday,Cloudy
